file,label,confidence
06841A61.jpg,Heart,low
04678A36.jpg,Heart,low
01578A22.jpg,SKIP,two faces in crop
10646A36.jpg,Oval,high
09756A32.jpg,Oval,high
02633A27.jpg,Oblong,low
10267A34.jpg,Round,low
05726A44.jpg,Oval,high
01045A17.jpg,Round,high
05870A45.jpg,Oval,high
05159A40.jpg,Oval,high
12621A59.jpg,Square,low
12041A49.jpg,SKIP,wide-open laugh with head tilt
12324A54.jpg,SKIP,head rotated off-frontal
11683A45.jpg,Square,low
01549A22.jpg,Heart,low
02722A27.jpg,Oval,high
08818A25.jpg,Square,low
08328A18.jpg,Square,high
07963A11.jpg,Round,low
10716A37.jpg,Oval,low
11937A48.jpg,Round,low
03775A32.jpg,Round,low
13277A79.jpg,SKIP,head-rotated-mouth-open
03825A32.jpg,Oval,high
08185A15.jpg,Square,low
01904A24.jpg,Heart,high
04777A37.jpg,Oval,high
00223A05.jpg,Round,high
11543A44.jpg,Oval,low
12956A67.jpg,Oblong,low
02294A26.jpg,Heart,low
04169A33.jpg,Oblong,low
10860A38.jpg,Square,low
11625A45.jpg,Square,low
12177A52.jpg,Oblong,low
02173A25.jpg,Round,high
09502A30.jpg,SKIP,head-yaw-off-frontal
01689A23.jpg,Heart,low
11374A42.jpg,Square,low
02408A26.jpg,Round,high
09618A31.jpg,Oblong,low
00991A17.jpg,Oval,low
04804A37.jpg,Oval,low
13141A74.jpg,Oblong,low
07015A66.jpg,Heart,low
08781A25.jpg,Square,low
00517A09.jpg,Round,high
11670A45.jpg,Round,low
09177A28.jpg,Oblong,low
12401A55.jpg,Round,low
11737A46.jpg,Round,low
00246A05.jpg,Round,high
09334A29.jpg,Oval,low
08851A25.jpg,Oval,low
09751A32.jpg,Round,high
08130A14.jpg,Round,low
04095A33.jpg,Oval,high
05856A45.jpg,Oval,low
09991A33.jpg,Oval,high
06044A47.jpg,Round,high
06579A56.jpg,Round,low
07119A69.jpg,SKIP,wide-open laugh distorts jaw
03064A28.jpg,Oval,low
03066A28.jpg,Round,high
09416A29.jpg,Oval,low
00367A07.jpg,Round,high
07842A09.jpg,Round,high
09410A29.jpg,Oblong,high
13107A73.jpg,Square,low
01804A23.jpg,Heart,low
12260A53.jpg,Oval,high
12569A57.jpg,Square,high
02096A25.jpg,Heart,low
04205A34.jpg,Round,high
09159A28.jpg,Round,low
07953A11.jpg,Round,high
09267A29.jpg,Oval,low
00446A08.jpg,Round,high
04146A33.jpg,Round,high
11207A41.jpg,SKIP,head rotated off-frontal
01128A18.jpg,Oval,low
12062A50.jpg,Square,high
12674A59.jpg,Oblong,low
09961A33.jpg,Oval,low
08225A16.jpg,Oval,low
08146A14.jpg,Square,low
01033A17.jpg,Oval,low
09504A30.jpg,Oval,low
03046A28.jpg,Round,high
01019A17.jpg,Round,low
06210A49.jpg,Round,low
12037A49.jpg,Square,low
05097A39.jpg,Oval,low
11329A42.jpg,Square,low
04035A33.jpg,Round,high
10052A33.jpg,Round,high
10413A35.jpg,Oval,low
01749A23.jpg,Oval,low
11402A43.jpg,Square,high
07075A68.jpg,SKIP,wide-open-laugh
10374A35.jpg,Oblong,high
00205A04.jpg,Round,high
09910A32.jpg,Round,low
06546A55.jpg,Oval,high
04593A36.jpg,Oval,low
04099A33.jpg,Oval,high
00656A11.jpg,Round,high
08344A19.jpg,Oblong,high
06551A55.jpg,Round,low
13186A76.jpg,Square,low
06454A54.jpg,Heart,low
11859A47.jpg,Square,low
10152A34.jpg,Oval,high
06273A50.jpg,Oval,low
07133A69.jpg,Oval,low
11011A39.jpg,Oval,high
11035A39.jpg,Square,low
04454A35.jpg,Oval,high
13097A72.jpg,SKIP,extreme-expression
09909A32.jpg,Square,low
06801A60.jpg,Round,low
08089A13.jpg,SKIP,head-rotated
09559A31.jpg,Oblong,low
00922A15.jpg,Heart,low
09934A33.jpg,Square,high
08928A27.jpg,Oblong,low
07486A03.jpg,Round,high
03317A29.jpg,Round,high
04768A37.jpg,Oval,high
13074A71.jpg,Round,low
06795A60.jpg,SKIP,jaw-occluded
02319A26.jpg,Round,high
07433A02.jpg,Round,high
01506A21.jpg,Oval,low
11965A49.jpg,SKIP,wide laugh and hair occlude jaw
08977A27.jpg,Oval,low
04646A36.jpg,Round,high
03308A29.jpg,Oval,low
07137A69.jpg,Square,low
08057A13.jpg,Round,high
10749A37.jpg,Square,low
05077A39.jpg,Round,low
12336A54.jpg,Square,low
10268A34.jpg,Square,low
03444A30.jpg,Oval,high
05831A45.jpg,SKIP,head rotated off-frontal
11285A42.jpg,Round,low
05269A40.jpg,Oval,low
05150A39.jpg,Round,low
10296A34.jpg,Oval,high
11200A41.jpg,Oblong,low
04031A33.jpg,Round,high
03917A32.jpg,Oval,low
00743A13.jpg,SKIP,head rotated off-frontal
12296A54.jpg,Square,low
06053A47.jpg,Oval,low
11197A41.jpg,Oval,low
06275A50.jpg,SKIP,head pitched down
07715A07.jpg,Round,high
11131A40.jpg,Square,low
01604A22.jpg,Heart,low
07746A07.jpg,Round,low
05261A40.jpg,Round,low
03673A31.jpg,Round,low
08435A20.jpg,Oval,high
08143A14.jpg,Round,high
01614A22.jpg,Round,low
01577A22.jpg,Oval,low
00479A09.jpg,Round,high
00232A05.jpg,Round,high
06105A48.jpg,Square,low
12747A61.jpg,Round,low
07849A09.jpg,Round,low
03394A30.jpg,Heart,low
04850A37.jpg,Round,low
11551A44.jpg,Oval,low
03246A29.jpg,Oval,low
13295A79.jpg,SKIP,beard occludes jawline
09566A31.jpg,Oval,high
03907A32.jpg,Round,low
02042A25.jpg,Oval,high
06168A49.jpg,Round,low
11058A40.jpg,Square,low
12418A55.jpg,Oval,low
09127A28.jpg,Oblong,low
03140A29.jpg,Round,high
04870A37.jpg,Oval,low
12176A52.jpg,Square,high
07630A06.jpg,Round,high
10254A34.jpg,Oval,low
03961A32.jpg,Round,low
00333A06.jpg,Round,low
08392A19.jpg,Round,low
13015A69.jpg,Round,low
12774A61.jpg,Oblong,low
09557A31.jpg,Oval,high
00143A03.jpg,SKIP,head rotated
04775A37.jpg,Round,low
09754A32.jpg,Round,high
12431A56.jpg,Heart,low
05752A44.jpg,SKIP,head rotated
07616A06.jpg,Round,high
02840A27.jpg,Oval,low
05007A38.jpg,Oval,high
04053A33.jpg,Oval,low
01011A17.jpg,Round,low
10241A34.jpg,Oblong,low
09479A30.jpg,Round,low
12739A61.jpg,Square,low
05259A40.jpg,Oval,high
01257A19.jpg,Round,low
10303A34.jpg,SKIP,head rotated
04826A37.jpg,Oval,low
12881A64.jpg,Oblong,high
05751A44.jpg,Oval,low
06412A53.jpg,Round,high
06725A59.jpg,Round,low
10001A33.jpg,Oblong,low
12518A57.jpg,Round,low
05232A40.jpg,Heart,low
09922A32.jpg,Oval,low
07598A05.jpg,SKIP,helmet and chinstrap occlude contour
09090A28.jpg,Round,low
06520A55.jpg,Round,high
10959A39.jpg,Oblong,low
05063A39.jpg,Oval,high
11323A42.jpg,Square,low
04718A36.jpg,Round,low
09231A29.jpg,SKIP,hand occludes jaw
02737A27.jpg,Oval,low
07259A75.jpg,SKIP,head pitched off-frontal
09227A29.jpg,Oblong,high
03265A29.jpg,Round,high
07269A76.jpg,Oval,low
06068A47.jpg,Round,low
04684A36.jpg,Round,low
12934A66.jpg,Oblong,low
03420A30.jpg,SKIP,head rotated three-quarter view
12932A66.jpg,SKIP,head rotated and tilted
01477A21.jpg,Oval,high
09638A31.jpg,Oblong,low
01020A17.jpg,Round,high
03547A30.jpg,Round,low
10856A38.jpg,SKIP,microphone occludes chin
12722A60.jpg,Square,low
04451A35.jpg,Oblong,low
04404A35.jpg,Oval,high
02451A26.jpg,Round,high
09634A31.jpg,Square,high
03054A28.jpg,Round,high
08162A15.jpg,Oval,low
00951A16.jpg,Oval,high
08686A24.jpg,Round,low
11971A49.jpg,Oval,low
12602A58.jpg,Round,low
02882A27.jpg,Round,low
10281A34.jpg,Square,low
12349A54.jpg,Oblong,low
04039A33.jpg,Round,high
07857A09.jpg,Round,high
11718A46.jpg,Oblong,high
11282A42.jpg,Round,low
12647A59.jpg,Square,high
12337A54.jpg,Oval,high
00293A06.jpg,Round,low
10815A37.jpg,Round,high
03170A29.jpg,Oval,low
03746A31.jpg,Oval,low
08253A17.jpg,Oval,low
07737A07.jpg,Round,high
09857A32.jpg,Oblong,low
09869A32.jpg,Oval,low
00703A12.jpg,Heart,low
02892A28.jpg,Oval,high
12209A52.jpg,Oblong,low
12221A53.jpg,Square,low
09903A32.jpg,Oblong,low
03838A32.jpg,Oval,high
10847A38.jpg,Round,low
07826A09.jpg,SKIP,head turned and pitched down
11899A48.jpg,Round,high
11075A40.jpg,Oval,low
01918A24.jpg,Heart,low
00172A04.jpg,Heart,low
04054A33.jpg,Oval,high
04960A38.jpg,Square,low
00272A05.jpg,Round,low
10677A37.jpg,Square,low
10350A35.jpg,Round,low
01822A24.jpg,Oval,high
12433A56.jpg,Square,low
05546A42.jpg,Round,low
00933A16.jpg,Oval,low
08739A24.jpg,Oval,high
04143A33.jpg,Round,low
04863A37.jpg,SKIP,head rotated off-frontal
12999A68.jpg,Square,low
00267A05.jpg,Round,high
09187A28.jpg,Oval,low
11407A43.jpg,Square,high
05794A44.jpg,Round,high
13053A70.jpg,SKIP,long beard occludes jawline
11799A47.jpg,Oval,low
07041A67.jpg,Oblong,high
05189A40.jpg,Oval,low
04739A36.jpg,Square,low
05305A41.jpg,Round,high
03074A28.jpg,Oval,low
00156A04.jpg,Heart,low
03575A31.jpg,Oval,high
11367A42.jpg,Square,high
01663A22.jpg,Oval,low
01646A22.jpg,Oval,low
10581A36.jpg,Square,low
02278A26.jpg,Round,low
03865A32.jpg,Oval,low
10637A36.jpg,Oblong,low
03194A29.jpg,Oval,low
10455A35.jpg,Oval,low
06912A63.jpg,Round,high
12297A54.jpg,Square,low
04790A37.jpg,Oval,low
12923A66.jpg,Square,high
00292A06.jpg,Round,high
10216A34.jpg,Round,high
12186A52.jpg,Square,low
06290A50.jpg,Round,low
09799A32.jpg,Heart,low
02090A25.jpg,Round,low
07292A77.jpg,Square,low
12880A64.jpg,Square,low
13268A78.jpg,Oblong,low
08800A25.jpg,Oval,low
04513A35.jpg,Round,high
08543A22.jpg,Square,low
02828A27.jpg,Round,high
01371A20.jpg,Round,low
08055A13.jpg,Round,low
06111A48.jpg,Round,high
02856A27.jpg,Oval,low
11427A43.jpg,Square,high
01550A22.jpg,Heart,low
00689A12.jpg,Oval,low
10823A37.jpg,Square,low
13011A69.jpg,Oblong,low
11228A41.jpg,Square,low
09064A27.jpg,Oval,low
02655A27.jpg,Oval,low
03063A28.jpg,SKIP,open laugh distorts jaw
02037A25.jpg,Oval,low
12133A51.jpg,Oval,low
13155A74.jpg,Oblong,low
12515A57.jpg,Square,high
08877A26.jpg,Oblong,low
08175A15.jpg,Round,high
03625A31.jpg,Round,high
05384A41.jpg,Oval,low
04882A37.jpg,SKIP,head rotated off-frontal
07644A06.jpg,Round,high
03069A28.jpg,SKIP,rotated and open laugh
04297A34.jpg,Heart,low
11919A48.jpg,Oblong,low
10395A35.jpg,Square,low
08193A15.jpg,Oval,low
00561A10.jpg,Round,high
09818A32.jpg,Square,low
12639A59.jpg,Oblong,low
03980A32.jpg,Round,low
11004A39.jpg,SKIP,wide open laugh distorts jaw
01176A19.jpg,Oval,low
04333A34.jpg,Oval,low
09260A29.jpg,Oval,low
08836A25.jpg,Oblong,low
09859A32.jpg,Oval,low
11023A39.jpg,Square,low
11895A48.jpg,Round,low
11083A40.jpg,Square,low
00714A12.jpg,Oval,low
10137A33.jpg,Round,low
07135A69.jpg,Round,high
01157A18.jpg,Heart,low
03213A29.jpg,Round,low
07091A68.jpg,Round,low
04224A34.jpg,Oval,low
12044A50.jpg,Square,low
04265A34.jpg,Round,high
07503A03.jpg,Round,high
06129A48.jpg,Round,low
00405A07.jpg,Oval,low
01683A23.jpg,Oval,low
10601A36.jpg,Square,low
04726A36.jpg,Oval,low
08933A27.jpg,Oblong,high
10290A34.jpg,Round,low
02978A28.jpg,Round,low
02011A24.jpg,Heart,low
03655A31.jpg,Round,low
08634A23.jpg,Oblong,low
02578A27.jpg,Round,low
04273A34.jpg,Round,low
00096A03.jpg,Round,high
11290A42.jpg,Oval,low
07643A06.jpg,Round,high
05953A46.jpg,SKIP,head pitched down
13266A78.jpg,Square,low
09512A30.jpg,Square,low
01043A17.jpg,Oval,low
10383A35.jpg,Square,low
08601A23.jpg,Oval,low
10361A35.jpg,Oblong,low
02043A25.jpg,Oval,low
08548A22.jpg,Round,low
09744A32.jpg,Oval,low
00591A10.jpg,Round,high
03999A33.jpg,Oval,high
09226A29.jpg,Oval,high
00964A16.jpg,Round,high
12274A53.jpg,Square,high
02169A25.jpg,Oval,high
12978A67.jpg,Oval,low
12662A59.jpg,Oblong,low
01046A17.jpg,Round,high
10112A33.jpg,Square,high
01897A24.jpg,Round,high
01987A24.jpg,Oval,high
08078A13.jpg,Oval,low
07108A69.jpg,Round,low
06370A52.jpg,Round,high
01167A18.jpg,Round,high
04226A34.jpg,SKIP,scarf-covers-jawline
09458A30.jpg,Round,low
03593A31.jpg,Oval,high
02990A28.jpg,Round,low
05216A40.jpg,Oval,high
07217A73.jpg,Oval,low
02511A26.jpg,Oval,high
10245A34.jpg,Round,low
08698A24.jpg,Oval,high
11651A45.jpg,Oblong,low
01090A18.jpg,SKIP,head-pitched-up
10937A38.jpg,SKIP,hair-covers-face-sides
02729A27.jpg,Oval,high
00544A10.jpg,Round,low
12686A60.jpg,Oblong,low
12022A49.jpg,Square,high
08688A24.jpg,Square,high
12150A52.jpg,Square,low
04155A33.jpg,Oval,high
01397A21.jpg,Oval,high
11168A41.jpg,Round,low
09471A30.jpg,Oval,high
09323A29.jpg,Oblong,low
09220A29.jpg,Square,high
09905A32.jpg,Oblong,low
00770A13.jpg,Oval,low
09348A29.jpg,Round,low
12088A51.jpg,Square,high
07416A02.jpg,SKIP,head-rotated
07351A79.jpg,Oblong,low
12211A52.jpg,Oval,low
07891A10.jpg,Oval,low
06358A51.jpg,Round,low
08087A13.jpg,SKIP,wide-open-laugh
04575A36.jpg,Oval,high
05397A41.jpg,Round,low
08111A14.jpg,Square,low
00120A03.jpg,SKIP,jaw-occluded-by-arm
07592A05.jpg,Round,high
00348A06.jpg,Round,high
08150A15.jpg,Oval,low
03222A29.jpg,Oval,low
06700A58.jpg,Round,low
01837A24.jpg,Oval,high
10949A39.jpg,Oval,low
11698A45.jpg,Square,high
13191A76.jpg,SKIP,wide-open-laugh
00222A04.jpg,Round,high
10950A39.jpg,Oval,low
05960A46.jpg,Round,low
07659A06.jpg,Heart,low
04069A33.jpg,Oval,low
05382A41.jpg,Oval,high
00102A03.jpg,Round,high
11341A42.jpg,Oblong,low
07068A67.jpg,Oblong,low
01883A24.jpg,Oval,low
10994A39.jpg,Square,low
05932A46.jpg,Square,low
10807A37.jpg,Square,low
03762A31.jpg,Oval,high
10033A33.jpg,Square,low
08289A18.jpg,Oblong,low
03237A29.jpg,Oval,low
11303A42.jpg,Oval,low
04303A34.jpg,Heart,low
09455A30.jpg,Oblong,low
12990A68.jpg,Square,high
11917A48.jpg,Oblong,low
09742A32.jpg,Oval,low
02570A27.jpg,Heart,low
05691A43.jpg,Oval,low
02698A27.jpg,Round,high
11426A43.jpg,Oblong,high
05583A42.jpg,Round,high
04126A33.jpg,Oval,low
05358A41.jpg,Oval,low
03555A30.jpg,Round,low
06609A56.jpg,SKIP,open-mouth laugh and mic occlusion
10138A33.jpg,Square,low
13047A70.jpg,Oval,low
04171A33.jpg,Oval,high
06328A51.jpg,Round,low
04077A33.jpg,Round,low
05848A45.jpg,Round,low
07908A10.jpg,Oval,low
07116A69.jpg,Round,low
12789A62.jpg,Square,high
07509A04.jpg,Round,high
07287A77.jpg,SKIP,hat and hands occlude contour
03793A32.jpg,Oval,low
06011A46.jpg,Oval,low
12819A63.jpg,Oblong,high
10178A34.jpg,Oval,low
05897A45.jpg,Round,high
10566A36.jpg,Oval,low
08140A14.jpg,Oval,low
06028A47.jpg,Oval,low
11581A45.jpg,Round,low
06531A55.jpg,SKIP,extreme open-mouth expression distorts jaw
10094A33.jpg,Oval,high
13057A70.jpg,Oblong,low
07303A77.jpg,Round,high
00700A12.jpg,Oval,low
02232A26.jpg,Oval,low
04432A35.jpg,Oval,high
12243A53.jpg,Round,low
08627A23.jpg,Oblong,low
04064A33.jpg,Round,high
11607A45.jpg,Oval,high
00848A14.jpg,Oval,low
13249A78.jpg,SKIP,open-mouth-laugh-and-headwear
12998A68.jpg,Oblong,low
04403A35.jpg,Oval,low
02814A27.jpg,Oval,high
03439A30.jpg,Oval,high
04862A37.jpg,Oval,high
06552A55.jpg,Round,low
10564A36.jpg,Square,low
10764A37.jpg,Round,low
06296A50.jpg,Oval,low
09351A29.jpg,Oval,low
09805A32.jpg,Square,low
11122A40.jpg,Oblong,high
01237A19.jpg,Round,high
07073A68.jpg,Round,low
08415A20.jpg,Oval,high
09972A33.jpg,Round,low
10255A34.jpg,Square,low
07282A76.jpg,Oval,low
00316A06.jpg,Round,high
09010A27.jpg,Oval,low
04487A35.jpg,Round,low
04773A37.jpg,Oval,high
04495A35.jpg,Round,low
12356A55.jpg,Square,low
12698A60.jpg,Square,high
08469A21.jpg,Oval,high
12917A66.jpg,Oblong,low
07921A11.jpg,Round,high
09496A30.jpg,SKIP,hand-occludes-chin
04993A38.jpg,Oval,low
04828A37.jpg,Round,low
03749A31.jpg,Round,high
00498A09.jpg,Round,high
12509A56.jpg,SKIP,hat occludes forehead and open-mouth expression
06305A50.jpg,Round,high
02355A26.jpg,Round,high
12085A50.jpg,Square,low
03012A28.jpg,Oval,high
07878A09.jpg,Round,low
07919A11.jpg,Round,high
12272A53.jpg,Oval,low
06239A50.jpg,Round,high
02736A27.jpg,Oval,low
05650A43.jpg,Round,high
05800A44.jpg,Round,low
09262A29.jpg,Oval,high
05199A40.jpg,Square,low
11934A48.jpg,Square,high
11296A42.jpg,Square,low
10793A37.jpg,Oblong,low
05640A43.jpg,Oblong,low
12318A54.jpg,SKIP,head rotated and tilted off-frontal
05637A43.jpg,Oval,low
03824A32.jpg,Round,high
05558A42.jpg,Square,low
12549A57.jpg,Oblong,low
01044A17.jpg,Heart,low
06911A63.jpg,Round,high
03094A28.jpg,Oval,low
06997A65.jpg,Heart,low
00039A02.jpg,Round,high
05001A38.jpg,Oblong,low
03009A28.jpg,Oval,high
02139A25.jpg,Heart,low
08498A22.jpg,Oval,low
00304A06.jpg,Round,high
05673A43.jpg,Oval,high
04185A33.jpg,Oval,high
09223A29.jpg,SKIP,head yaw off-frontal
05085A39.jpg,Round,low
03976A32.jpg,Oval,high
06790A60.jpg,Round,high
11045A39.jpg,Square,low
04535A35.jpg,Heart,low
01813A23.jpg,Round,high
05581A42.jpg,Oval,low
12153A52.jpg,Oblong,low
00208A04.jpg,Round,high
08412A20.jpg,Oval,low
03626A31.jpg,Round,high
08455A20.jpg,Oval,low
06349A51.jpg,Round,low
08495A22.jpg,Oval,low
07512A04.jpg,SKIP,wide-open-laugh distorts jaw
05669A43.jpg,Oval,low
12637A59.jpg,Square,low
02584A27.jpg,Oval,low
04642A36.jpg,Oval,low
05155A39.jpg,Round,high
07150A70.jpg,Square,low
06881A62.jpg,Heart,low
07847A09.jpg,Round,high
09055A27.jpg,Round,low
10523A36.jpg,Round,low
03019A28.jpg,Oval,low
08903A26.jpg,Oval,high
11432A43.jpg,Oblong,high
05619A43.jpg,Oval,low
00047A02.jpg,Round,high
01621A22.jpg,Oval,low
09808A32.jpg,Square,low
01263A20.jpg,Oval,low
13304A80.jpg,Oblong,low
07405A02.jpg,Round,low
10047A33.jpg,Square,high
00935A16.jpg,Round,high
02732A27.jpg,Round,low
09476A30.jpg,Round,high
01914A24.jpg,Oval,high
07952A11.jpg,Round,low
06533A55.jpg,Round,low
06362A52.jpg,Round,high
01564A22.jpg,Round,high
02644A27.jpg,Oval,low
10969A39.jpg,Square,high
11806A47.jpg,Round,low
04331A34.jpg,Heart,low
05943A46.jpg,Heart,low
08160A15.jpg,Oval,low
10248A34.jpg,Round,high
08355A19.jpg,Oval,low
01360A20.jpg,Oval,low
08882A26.jpg,Oblong,low
00349A06.jpg,Round,high
07420A02.jpg,Round,high
11377A42.jpg,Square,high
01810A23.jpg,Heart,low
13251A78.jpg,SKIP,wide-open laugh distorts jaw
12478A56.jpg,Round,low
12372A55.jpg,Oval,high
09362A29.jpg,Oval,low
01466A21.jpg,Oval,low
04847A37.jpg,SKIP,blurry overexposed
11016A39.jpg,Round,high
12925A66.jpg,Square,low
05496A42.jpg,Oval,low
11320A42.jpg,Square,low
01228A19.jpg,Oval,high
09484A30.jpg,Oblong,low
10520A36.jpg,Round,high
06851A61.jpg,Round,high
08950A27.jpg,Square,low
09647A31.jpg,SKIP,full beard occludes jawline
09610A31.jpg,Oval,low
11266A41.jpg,Oval,high
05948A46.jpg,Oblong,low
12835A63.jpg,Square,low
01296A20.jpg,Oval,high
07239A74.jpg,Oval,low
05682A43.jpg,Oval,low
10478A36.jpg,SKIP,head rotated three-quarter view
00410A08.jpg,Round,high
12931A66.jpg,Square,low
03023A28.jpg,Round,high
04514A35.jpg,Round,high
02133A25.jpg,Oval,high
05819A45.jpg,Round,high
06913A63.jpg,Round,low
08126A14.jpg,Oval,low
10692A37.jpg,Oval,high
05512A42.jpg,Round,low
11497A44.jpg,Round,low
01828A24.jpg,Oval,low
08477A21.jpg,Round,low
07367A80.jpg,Square,low
12451A56.jpg,Square,high
11468A43.jpg,SKIP,head rotated
03799A32.jpg,Round,low
07886A10.jpg,Oval,low
04901A38.jpg,Oval,high
10019A33.jpg,Oblong,low
09145A28.jpg,Round,high
07145A69.jpg,Oval,low
06729A59.jpg,Round,high
05617A43.jpg,Round,high
07470A03.jpg,Round,high
07542A04.jpg,Round,low
00489A09.jpg,Oval,low
11783A47.jpg,Round,low
04002A33.jpg,Oval,high
12410A55.jpg,Round,high
03587A31.jpg,Heart,low
08398A19.jpg,Oval,low
03041A28.jpg,Round,high
04125A33.jpg,Oval,low
02741A27.jpg,Round,low
11455A43.jpg,Oval,high
07923A11.jpg,Oval,high
03035A28.jpg,Oval,low
07705A07.jpg,Round,low
03867A32.jpg,Round,high
06145A48.jpg,Round,high
09583A31.jpg,Round,high
10931A38.jpg,Square,low
07220A73.jpg,Round,low
04893A37.jpg,Heart,low
11786A47.jpg,Oblong,low
07862A09.jpg,Round,low
10365A35.jpg,Oval,low
11325A42.jpg,Oval,low
00416A08.jpg,Round,high
12711A60.jpg,Oval,low
04180A33.jpg,Oval,high
03726A31.jpg,Round,low
01775A23.jpg,Heart,low
06035A47.jpg,Oval,low
12656A59.jpg,Round,high
00686A12.jpg,Round,high
01221A19.jpg,Heart,low
13209A76.jpg,Oblong,low
05879A45.jpg,Oval,low
05700A43.jpg,Oval,low
08299A18.jpg,Oval,low
03494A30.jpg,Round,high
11461A43.jpg,Round,low
05030A39.jpg,Round,low
11848A47.jpg,Oblong,low
09849A32.jpg,Oblong,low
10111A33.jpg,Oval,low
12096A51.jpg,Round,low
02963A28.jpg,Oval,high
07184A71.jpg,Round,high
07791A08.jpg,Oval,low
13093A72.jpg,Square,low
00786A13.jpg,Oval,low
08612A23.jpg,Oval,low
