file,label,confidence
11870A48.jpg,Oblong,low
12390A55.jpg,Oblong,low
08962A27.jpg,Round,low
03185A29.jpg,Oval,low
11720A46.jpg,Oblong,low
07471A03.jpg,SKIP,occlusion
01250A19.jpg,SKIP,occlusion
12370A55.jpg,Oblong,high
06565A56.jpg,Round,low
05516A42.jpg,Oval,high
12134A51.jpg,Oblong,high
12557A57.jpg,Oblong,low
07673A06.jpg,Round,low
06493A54.jpg,Round,low
10597A36.jpg,Oblong,low
11833A47.jpg,Square,low
11706A46.jpg,Oblong,low
10086A33.jpg,Oval,low
12622A59.jpg,Round,low
01029A17.jpg,SKIP,pose
02830A27.jpg,Oval,low
05395A41.jpg,Oval,low
00419A08.jpg,Round,low
11583A45.jpg,Oblong,high
02191A25.jpg,Round,low
01504A21.jpg,Round,low
00022A02.jpg,Round,low
12543A57.jpg,SKIP,expression
11318A42.jpg,Oval,low
11681A45.jpg,Square,low
06031A47.jpg,Oval,low
08636A23.jpg,SKIP,pose
02106A25.jpg,Round,low
09762A32.jpg,Oblong,low
12816A63.jpg,Round,low
03477A30.jpg,Round,low
11490A44.jpg,Square,low
04629A36.jpg,Round,low
08562A22.jpg,Oval,low
12592A58.jpg,Oblong,low
05083A39.jpg,Heart,low
10089A33.jpg,Oblong,low
04887A37.jpg,Oval,high
04111A33.jpg,SKIP,occlusion
06172A49.jpg,Oval,low
09200A28.jpg,Square,low
06976A65.jpg,Round,low
07067A67.jpg,SKIP,pose
06021A47.jpg,Oval,low
06141A48.jpg,Oblong,low
01111A18.jpg,SKIP,pose
01454A21.jpg,Oval,low
07543A04.jpg,SKIP,pose
05117A39.jpg,Round,low
03925A32.jpg,Round,low
06093A47.jpg,Square,low
07918A11.jpg,SKIP,expression
01431A21.jpg,Round,low
01609A22.jpg,Round,low
00227A05.jpg,Round,high
12109A51.jpg,Square,low
06637A57.jpg,Oblong,low
11482A43.jpg,Round,low
02188A25.jpg,Round,low
03733A31.jpg,Oval,low
03371A29.jpg,Oval,high
10202A34.jpg,Square,low
05202A40.jpg,Oval,high
12492A56.jpg,Round,low
01855A24.jpg,Round,low
00595A10.jpg,SKIP,pose
08341A18.jpg,Oval,low
00894A15.jpg,Round,high
01830A24.jpg,Oval,low
10885A38.jpg,Oblong,high
08660A23.jpg,Oblong,low
10760A37.jpg,Oblong,low
07653A06.jpg,SKIP,pose
03596A31.jpg,Oval,high
06917A63.jpg,SKIP,pose
05027A39.jpg,Oval,low
09931A33.jpg,SKIP,pose
08471A21.jpg,Square,low
01456A21.jpg,Oval,low
08512A22.jpg,Oval,low
04458A35.jpg,Oval,low
07293A77.jpg,SKIP,pose
01894A24.jpg,Round,low
06784A60.jpg,Round,low
08847A25.jpg,Square,low
03758A31.jpg,Oval,low
11768A46.jpg,Oblong,low
03872A32.jpg,Square,low
06101A47.jpg,Round,low
13071A71.jpg,Round,low
03496A30.jpg,Oblong,low
09384A29.jpg,Square,low
06241A50.jpg,Oval,low
13024A69.jpg,Oblong,high
08241A17.jpg,Round,low
03922A32.jpg,Heart,low
13299A80.jpg,Round,low
10379A35.jpg,Square,low
03984A32.jpg,Oval,low
03322A29.jpg,Oval,low
11085A40.jpg,Square,low
02035A25.jpg,Heart,low
11996A49.jpg,Oblong,low
09272A29.jpg,Round,low
04300A34.jpg,SKIP,occlusion
12537A57.jpg,Square,low
00891A15.jpg,Oval,low
10253A34.jpg,Square,low
12289A54.jpg,SKIP,expression
04737A36.jpg,Oval,high
00880A15.jpg,Oblong,low
03248A29.jpg,SKIP,pose
00472A09.jpg,Round,low
05725A44.jpg,Heart,low
11757A46.jpg,Round,low
02383A26.jpg,Round,low
10881A38.jpg,Oval,low
11395A43.jpg,Square,low
04079A33.jpg,Oblong,low
10640A36.jpg,Oblong,low
10898A38.jpg,Round,low
07219A73.jpg,SKIP,occlusion
07793A08.jpg,SKIP,pose
10603A36.jpg,Round,low
00900A15.jpg,Oval,low
06555A55.jpg,Round,low
07832A09.jpg,Round,high
11467A43.jpg,Round,low
10293A34.jpg,Oval,high
10842A38.jpg,Oblong,low
08179A15.jpg,Oval,low
03492A30.jpg,Round,low
11050A40.jpg,Oblong,low
07761A08.jpg,Oval,low
13160A74.jpg,SKIP,pose
11265A41.jpg,SKIP,pose
06821A60.jpg,Round,low
03736A31.jpg,SKIP,pose
12098A51.jpg,Square,low
00599A10.jpg,Round,low
04562A35.jpg,Oval,low
10947A38.jpg,Oblong,low
10864A38.jpg,Oblong,low
01180A19.jpg,Oval,low
11838A47.jpg,Round,low
11985A49.jpg,Oblong,low
05419A41.jpg,Oval,low
07178A71.jpg,Round,low
01524A21.jpg,Round,low
13248A78.jpg,Round,low
03759A31.jpg,Oval,low
09495A30.jpg,Oval,low
11180A41.jpg,Round,low
09817A32.jpg,Oval,low
11573A44.jpg,Square,low
06025A47.jpg,Round,low
06256A50.jpg,Oblong,low
03427A30.jpg,Oval,low
11492A44.jpg,Square,low
08388A19.jpg,Oval,low
05161A40.jpg,Round,low
11185A41.jpg,Oblong,high
09545A30.jpg,Oblong,high
04271A34.jpg,Round,low
12727A61.jpg,Oblong,high
11828A47.jpg,SKIP,occlusion
10503A36.jpg,Oblong,low
07227A74.jpg,Round,low
12124A51.jpg,Oblong,low
10685A37.jpg,Oblong,low
09999A33.jpg,Oblong,low
01762A23.jpg,Heart,low
03025A28.jpg,Oval,low
03627A31.jpg,SKIP,expression
11906A48.jpg,Oblong,low
01878A24.jpg,Round,low
04201A34.jpg,Round,low
03115A28.jpg,Round,low
04912A38.jpg,Oblong,low
01540A22.jpg,Round,low
12926A66.jpg,Round,low
02175A25.jpg,Heart,low
07660A06.jpg,Oval,low
05146A39.jpg,Oval,low
04792A37.jpg,SKIP,pose
04923A38.jpg,Heart,low
10039A33.jpg,Square,low
13203A76.jpg,Oblong,low
08376A19.jpg,Round,low
11128A40.jpg,Oblong,low
00990A17.jpg,Round,low
08232A16.jpg,Oval,low
13132A73.jpg,SKIP,occlusion
08607A23.jpg,Round,low
05907A46.jpg,Oval,low
12626A59.jpg,Round,low
01844A24.jpg,Oval,low
03486A30.jpg,SKIP,occlusion
00681A12.jpg,Round,low
08462A21.jpg,Oval,low
11679A45.jpg,Heart,low
11451A43.jpg,Square,low
10557A36.jpg,Square,low
11593A45.jpg,Square,low
06427A53.jpg,Oblong,low
08920A26.jpg,Oblong,low
11724A46.jpg,Square,low
10120A33.jpg,Square,low
04921A38.jpg,Round,low
12471A56.jpg,Oblong,low
10040A33.jpg,Oblong,low
03781A32.jpg,Oval,low
11700A45.jpg,Square,low
01116A18.jpg,Round,low
06646A57.jpg,SKIP,occlusion
06284A50.jpg,Oblong,low
09596A31.jpg,Oval,low
08604A23.jpg,Oval,low
01415A21.jpg,Oval,low
11429A43.jpg,Oblong,low
08443A20.jpg,Oval,low
13009A69.jpg,Oblong,low
04305A34.jpg,Heart,low
12709A60.jpg,Oblong,low
12091A51.jpg,Oblong,low
07774A08.jpg,Round,low
01870A24.jpg,Oval,low
01353A20.jpg,Heart,low
02293A26.jpg,Round,low
07859A09.jpg,SKIP,occlusion
10556A36.jpg,Oval,low
05315A41.jpg,Round,low
10755A37.jpg,Round,low
09990A33.jpg,Square,low
06670A57.jpg,Round,low
13265A78.jpg,SKIP,occlusion
04690A36.jpg,Oval,low
08077A13.jpg,Round,low
00031A02.jpg,Round,high
10147A34.jpg,Oblong,low
01224A19.jpg,Round,low
00311A06.jpg,Oval,low
03309A29.jpg,SKIP,pose
00794A14.jpg,Round,low
09779A32.jpg,Round,low
09265A29.jpg,Oval,low
09120A28.jpg,Oval,low
02502A26.jpg,Oval,low
04551A35.jpg,Heart,low
01021A17.jpg,Oval,low
01931A24.jpg,Round,low
06749A59.jpg,Round,low
02691A27.jpg,Round,low
02505A26.jpg,Round,low
03482A30.jpg,Round,low
07786A08.jpg,SKIP,occlusion
00425A08.jpg,SKIP,pose
11352A42.jpg,Round,low
10924A38.jpg,Oblong,low
06377A52.jpg,Oval,low
10251A34.jpg,Round,low
11605A45.jpg,SKIP,occlusion
12389A55.jpg,Square,low
07773A08.jpg,Round,low
13189A76.jpg,Oblong,low
03022A28.jpg,Oval,low
12119A51.jpg,Oblong,low
04051A33.jpg,Round,low
09282A29.jpg,Oblong,low
04727A36.jpg,Round,low
05355A41.jpg,Oval,low
10024A33.jpg,Oblong,high
09951A33.jpg,Square,low
05491A42.jpg,Round,low
07302A77.jpg,Oblong,low
08096A13.jpg,Round,low
07411A02.jpg,SKIP,pose
08513A22.jpg,Oblong,low
04006A33.jpg,Round,low
09703A31.jpg,SKIP,occlusion
06671A57.jpg,SKIP,expression
08615A23.jpg,Oblong,low
06777A60.jpg,Round,low
01641A22.jpg,Round,low
09563A31.jpg,Square,low
01058A17.jpg,Oblong,low
11361A42.jpg,Round,low
03988A32.jpg,Oblong,low
03810A32.jpg,Round,low
